SABC,D,Status,Use,Code Length,Area Type,Notes,Date,Changes
3319,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3320,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3321,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3322,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3323,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3324,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3325,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3326,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3327,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3328,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3329,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3330,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3331,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3332,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3333,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3334,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3335,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3336,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3337,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3338,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3339,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3340,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3341,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3342,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3343,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3344,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3345,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3346,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3347,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3348,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3349,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3350,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3351,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3352,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3353,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3354,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3355,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3356,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3357,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3358,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3359,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3360,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3361,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3362,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3363,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3364,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3365,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3366,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3367,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3368,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3369,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3370,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3371,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3372,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3373,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3374,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3375,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3376,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3377,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3378,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3379,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3380,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3381,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3382,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3383,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3384,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3385,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3386,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3387,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3388,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3389,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3390,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3391,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3392,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3393,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3394,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3395,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3396,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3397,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3398,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3399,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3400,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3401,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3402,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3403,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3404,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3405,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3406,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3407,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3408,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3409,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3410,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3411,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3412,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3413,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3414,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3415,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3416,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3417,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3418,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3419,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3420,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3421,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3422,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3423,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3424,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3425,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3426,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3427,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3428,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3429,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3430,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3431,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3432,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3433,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3434,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3435,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3436,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3437,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3438,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3439,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3440,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3441,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3442,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3443,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3444,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3445,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3446,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3447,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3448,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3449,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3450,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3451,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3452,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3453,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3454,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3455,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3456,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3457,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3458,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3459,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3460,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3461,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3462,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3463,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3464,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3465,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3466,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3467,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3468,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3469,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3470,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3471,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3472,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3473,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3474,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3475,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3476,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3477,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3478,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3479,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3480,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3481,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3482,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3483,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3484,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3485,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3486,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3487,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3488,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3489,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3490,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3491,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3492,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3493,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3494,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3495,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3496,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3497,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3498,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3499,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3500,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3501,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3502,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3503,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3504,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3505,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3506,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3507,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3508,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3509,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3510,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3511,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3512,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3513,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3514,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3515,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3516,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3517,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3518,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3519,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3520,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3521,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3522,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3523,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3524,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3525,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3526,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3527,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3528,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3529,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3530,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3531,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3532,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3533,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3534,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3535,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3536,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3537,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3538,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3539,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3540,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3541,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3542,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3543,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3544,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3545,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3546,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3547,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3548,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3549,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3550,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3551,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3552,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3553,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3554,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3555,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3556,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3557,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3558,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3559,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3560,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3561,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3562,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3563,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3564,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3565,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3566,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3567,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3568,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3569,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3570,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3571,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3572,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3573,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3574,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3575,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3576,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3577,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3578,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3579,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3580,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3581,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3582,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3583,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3584,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3585,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3586,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3587,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3588,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3589,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3590,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3591,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3592,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3593,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3594,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3595,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3596,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3597,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3598,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3599,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3600,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3601,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3602,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3603,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3604,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3605,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3606,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3607,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3608,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3609,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3610,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3611,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3612,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3613,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3614,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3615,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3616,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3617,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3618,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3619,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3620,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3621,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3622,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3623,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3624,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3625,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3626,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3627,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3628,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3629,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3630,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3631,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3632,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3633,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3634,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3635,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3636,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3637,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3638,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3639,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3640,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3641,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3642,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3643,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3644,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3645,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3646,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3647,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3648,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3649,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
3650,,Not Designated,,,,,,Missing SABC entry inserted. Status 'Not Designated' assumed.
