SABC,D,Status,Use,Code Length,Area Type,Notes,Date,Changes
1857,,Designated,Sanday,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1858,,Designated,Market Harborough,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1859,,Designated,Harris,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1860,,Designated,Geographic - unassigned,,,,,
1861,,Designated,Geographic - unassigned,,,(formerly Armagh),,Split 'former usage' details to new 'Notes' column.
1862,,Designated,Tain,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1863,,Designated,Ardgay,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1864,,Designated,Abington,4 Digit Area Code,,No exchange in Abington. It is in Crawford.,,Added missing data: '4 Digit Area Code'. Added new Notes.
1865,,Designated,Oxford,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1866,,Designated,Kilchrenan,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1867,,Designated,Geographic - unassigned,,,,,
1868,,Designated,Geographic - unassigned,,,(formerly Dungannon),,Split 'former usage' details to new 'Notes' column.
1869,,Designated,Bicester,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1870,,Designated,Isle of Benbecula,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1871,,Designated,Castlebay,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1872,,Designated,Truro,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1873,,Designated,Abergavenny,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1874,,Designated,Brecon,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1875,,Designated,Tranent,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1876,,Designated,Lochmaddy,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1877,,Designated,Callander,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1878,,Designated,Lochboisdale,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1879,,Designated,Scarinish,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1880,,Designated,Tarbert,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1881,,Designated,Geographic - unassigned,,,,,
1882,,Designated,Kinloch Rannoch,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1883,,Designated,Caterham,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1884,,Designated,Tiverton,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1885,,Designated,Pencombe,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1886,,Designated,Bromyard,4 Digit Area Code,,Bromyard businesses use 01885. Knightwick would be a better name for 01886.,,Added missing data: '4 Digit Area Code'. Added new Notes.
1887,,Designated,Aberfeldy,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1888,,Designated,Turriff,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1889,,Designated,Rugeley,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1890,0,Designated,Coldstream/Ayton National Dialling,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1890,1,Designated,Coldstream/Ayton National Dialling,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1890,2,Designated,Coldstream,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1890,3,Designated,Coldstream,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1890,4,Designated,Coldstream,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1890,5,Designated,Ayton,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1890,6,Designated,Ayton,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1890,7,Designated,Ayton,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1890,8,Designated,Coldstream,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1890,9,Designated,Ayton,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1891,,Designated,Geographic - unassigned,,,,,
1892,,Designated,Tunbridge Wells,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1893,,Designated,Geographic - unassigned,,,(former Paging Service),,Split 'former usage' details to new 'Notes' column.
1894,,Designated,Geographic - unassigned,,,,,
1895,,Designated,Uxbridge,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1896,,Designated,Galashiels,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1897,,Designated,Geographic - unassigned,,,,,
1898,,Designated,Geographic - unassigned,,,,,
1899,,Designated,Biggar,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1900,,Designated,Workington,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1901,,Designated,Geographic - unassigned,,,,,
1902,,Designated,Wolverhampton,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1903,,Designated,Worthing,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1904,,Designated,York,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1905,,Designated,Worcester,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1906,,Designated,Geographic - unassigned,,,,,
1907,,Designated,Geographic - unassigned,,,,,
1908,,Designated,Milton Keynes,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1909,,Designated,Worksop,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1910,,Designated,Tyneside/Durham/Sunderland National dialling,3 Digit Area Code,ELNS,,,ADDED MISSING DATA: '3 Digit Area Code'. Moved 'ELNS' data to separate column.
1911,,Designated,Tyneside/Durham/Sunderland National dialling,3 Digit Area Code,ELNS,,,ADDED MISSING DATA: '3 Digit Area Code'. Moved 'ELNS' data to separate column.
1912,,Designated,Tyneside,3 Digit Area Code,ELNS,Newcastle-upon-Tyne might be a better name.,,ADDED MISSING DATA: '3 Digit Area Code'. Moved 'ELNS' data to separate column. Added new Notes.
1913,,Designated,Durham,3 Digit Area Code,ELNS,,,ADDED MISSING DATA: '3 Digit Area Code'. Moved 'ELNS' data to separate column.
1914,,Designated,Tyneside,3 Digit Area Code,ELNS,Newcastle-upon-Tyne might be a better name.,,ADDED MISSING DATA: '3 Digit Area Code'. Moved 'ELNS' data to separate column. Added new Notes.
1915,,Designated,Sunderland,3 Digit Area Code,ELNS,,,ADDED MISSING DATA: '3 Digit Area Code'. Moved 'ELNS' data to separate column.
1916,,Designated,Tyneside,3 Digit Area Code,ELNS,Newcastle-upon-Tyne might be a better name.,,ADDED MISSING DATA: '3 Digit Area Code'. Moved 'ELNS' data to separate column. Added new Notes.
1917,,Designated,Sunderland,3 Digit Area Code,ELNS,,,ADDED MISSING DATA: '3 Digit Area Code'. Moved 'ELNS' data to separate column.
1918,,Designated,Tyneside,3 Digit Area Code,ELNS,Newcastle-upon-Tyne might be a better name.,,ADDED MISSING DATA: '3 Digit Area Code'. Moved 'ELNS' data to separate column. Added new Notes.
1919,,Designated,Durham,3 Digit Area Code,ELNS,,,ADDED MISSING DATA: '3 Digit Area Code'. Moved 'ELNS' data to separate column.
1920,,Designated,Ware,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1921,,Designated,Geographic - unassigned,,,,,
1922,,Designated,Walsall,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1923,,Designated,Watford,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1924,,Designated,Wakefield,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1925,,Designated,Warrington,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1926,,Designated,Warwick,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1927,,Designated,Geographic - unassigned,,,,,
1928,,Designated,Runcorn,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1929,,Designated,Wareham,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1930,,Designated,Geographic - unassigned,,,,,
1931,,Designated,Shap,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1932,,Designated,Weybridge,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1933,,Designated,Wellingborough,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1934,,Designated,Weston-super-Mare,4 Digit Area Code,,,,FIXED SPELLING/NAMING: incorrect 'Weston-Super-Mare' found. Added missing data: '4 Digit Area Code'.
1935,,Designated,Yeovil,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1936,,Designated,Geographic - unassigned,,,,,
1937,,Designated,Wetherby,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1938,,Designated,Welshpool,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1939,,Designated,Wem,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1940,,Designated,Geographic - unassigned,,,,,
1941,,Designated,Geographic - unassigned,,,,,
1942,,Designated,Wigan,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1943,,Designated,Guiseley,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1944,,Designated,West Heslerton,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1945,,Designated,Wisbech,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1946,0,Designated,Whitehaven National Dialling,4 Digit Area Code,Mixed,,,CHANGED WORDING: 'Code Area' to 'Area Code'. Added missing 'Mixed' data.
1946,1,Designated,Whitehaven National Dialling,4 Digit Area Code,Mixed,,,CHANGED WORDING: 'Code Area' to 'Area Code'. Added missing 'Mixed' data.
1946,2,Designated,Whitehaven,4 Digit Area Code,Mixed,,,CHANGED WORDING: 'Code Area' to 'Area Code'. Added missing 'Mixed' data.
1946,3,Designated,Whitehaven,4 Digit Area Code,Mixed,,,CHANGED WORDING: 'Code Area' to 'Area Code'. Added missing 'Mixed' data.
1946,4,Designated,Whitehaven,4 Digit Area Code,Mixed,,,CHANGED WORDING: 'Code Area' to 'Area Code'. Added missing 'Mixed' data.
1946,5,Designated,Whitehaven,4 Digit Area Code,Mixed,,,CHANGED WORDING: 'Code Area' to 'Area Code'. Added missing 'Mixed' data.
1946,6,Designated,Whitehaven,4 Digit Area Code,Mixed,,,CHANGED WORDING: 'Code Area' to 'Area Code'. Added missing 'Mixed' data.
1946,7,Designated,Gosforth,5 Digit Area Code,Mixed,,,FIXED SPELLING/NAMING: incorrect 'Gosforth (Mixed)' found. CHANGED WORDING: 'Code Area' to 'Area Code'. Added missing 'Mixed' data.
1946,8,Designated,Whitehaven,4 Digit Area Code,Mixed,,,CHANGED WORDING: 'Code Area' to 'Area Code'. Added missing 'Mixed' data.
1946,9,Designated,Whitehaven,4 Digit Area Code,Mixed,,,CHANGED WORDING: 'Code Area' to 'Area Code'. Added missing 'Mixed' data.
1947,,Designated,Whitby,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1948,,Designated,Whitchurch,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1949,,Designated,Whatton,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1950,,Designated,Sandwick,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1951,,Designated,Colonsay,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1952,,Designated,Telford,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1953,,Designated,Wymondham,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1954,,Designated,Madingley,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1955,,Designated,Wick,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1956,,Designated,Geographic - unassigned,,,,,
1957,,Designated,Mid Yell,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1958,,Designated,Geographic - unassigned,,,,,
1959,,Designated,Westerham,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1960,,Designated,Geographic - unassigned,,,(formerly Ballyclare),,Split 'former usage' details to new 'Notes' column.
1961,,Designated,Geographic - unassigned,,,,,
1962,,Designated,Winchester,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1963,,Designated,Wincanton,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1964,0,Designated,Hornsea/Patrington National Dialling,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1964,1,Designated,Hornsea/Patrington National Dialling,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1964,2,Designated,Hornsea,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1964,3,Designated,Patrington,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1964,4,Designated,Patrington,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1964,5,Designated,Hornsea,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1964,6,Designated,Patrington,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1964,7,Designated,Patrington,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1964,8,Designated,Hornsea,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1964,9,Designated,Hornsea,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1965,,Designated,Geographic - unassigned,,,,,
1966,,Designated,Geographic - unassigned,,,,,
1967,,Designated,Strontian,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1968,,Designated,Penicuik,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1969,,Designated,Leyburn,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1970,,Designated,Aberystwyth,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1971,,Designated,Scourie,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1972,,Designated,Glenborrodale,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1973,,Designated,Geographic - unassigned,,,,,
1974,,Designated,Llanon,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1975,0,Designated,Alford/Strathdon National Dialling,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1975,1,Designated,Alford/Strathdon National Dialling,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1975,2,Designated,Alford (Aberdeen),4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1975,3,Designated,Strathdon,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1975,4,Designated,Alford (Aberdeen),4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1975,5,Designated,Alford (Aberdeen),4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1975,6,Designated,Strathdon,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1975,7,Designated,Strathdon,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1975,8,Designated,Strathdon,4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1975,9,Designated,Alford (Aberdeen),4 Digit Area Code,ELNS,,,ADDED MISSING DATA: '4 Digit Area Code'. Moved 'ELNS' data to separate column.
1976,,Designated,Geographic - unassigned,,,,,
1977,,Designated,Pontefract,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1978,,Designated,Wrexham,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1979,,Designated,Geographic - unassigned,,,,,
1980,,Designated,Amesbury,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1981,,Designated,Wormbridge,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1982,,Designated,Builth Wells,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1983,,Designated,Isle of Wight,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1984,,Designated,Watchet,4 Digit Area Code,,No exchange in Watchet. Area used to be called Stogumber.,,Added missing data: '4 Digit Area Code'. Added new Notes.
1985,,Designated,Warminster,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1986,,Designated,Bungay,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1987,,Designated,Ebbsfleet,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1988,,Designated,Wigtown,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1989,,Designated,Ross-on-Wye,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1990,,Designated,Geographic - unassigned,,,,,
1991,,Designated,Geographic - unassigned,,,,,
1992,,Designated,Lea Valley,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1993,,Designated,Witney,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1994,,Designated,St Clears,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1995,,Designated,Garstang,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1996,,Designated,Geographic - unassigned,,,,,
1997,,Designated,Strathpeffer,4 Digit Area Code,,,,Added missing data: '4 Digit Area Code'.
1998,,Designated,Geographic - unassigned,,,,,
1999,,Designated,Geographic - unassigned,,,,,
2000,,Designated,London National Dialling,2 Digit Area Code,Director,,,ADDED MISSING DATA: '2 Digit Area Code'. Added missing 'Director' data.
2001,,Designated,London National Dialling,2 Digit Area Code,Director,,,ADDED MISSING DATA: '2 Digit Area Code'. Added missing 'Director' data.
2002,,Designated,London National Dialling,2 Digit Area Code,Director,,,ADDED MISSING DATA: '2 Digit Area Code'. Added missing 'Director' data.
2003,,Designated,London National Dialling,2 Digit Area Code,Director,,,ADDED MISSING DATA: '2 Digit Area Code'. Added missing 'Director' data.
2004,,Designated,London National Dialling,2 Digit Area Code,Director,,,ADDED MISSING DATA: '2 Digit Area Code'. Added missing 'Director' data.
2005,,Designated,London National Dialling,2 Digit Area Code,Director,,,ADDED MISSING DATA: '2 Digit Area Code'. Added missing 'Director' data.
2006,,Designated,London National Dialling,2 Digit Area Code,Director,,,ADDED MISSING DATA: '2 Digit Area Code'. Added missing 'Director' data.
2007,,Designated,London National Dialling,2 Digit Area Code,Director,,,ADDED MISSING DATA: '2 Digit Area Code'. Added missing 'Director' data.
2008,,Designated,London National Dialling,2 Digit Area Code,Director,,,ADDED MISSING DATA: '2 Digit Area Code'. Added missing 'Director' data.
2009,,Designated,London National Dialling,2 Digit Area Code,Director,,,ADDED MISSING DATA: '2 Digit Area Code'. Added missing 'Director' data.
2010,,Designated,London National Dialling,2 Digit Area Code,Director,,,ADDED MISSING DATA: '2 Digit Area Code'. Added missing 'Director' data.
2011,,Designated,London National Dialling,2 Digit Area Code,Director,,,ADDED MISSING DATA: '2 Digit Area Code'. Added missing 'Director' data.
2012,,Designated,London National Dialling,2 Digit Area Code,Director,,,ADDED MISSING DATA: '2 Digit Area Code'. Added missing 'Director' data.
2013,,Designated,London National Dialling,2 Digit Area Code,Director,,,ADDED MISSING DATA: '2 Digit Area Code'. Added missing 'Director' data.
2014,,Designated,London National Dialling,2 Digit Area Code,Director,,,ADDED MISSING DATA: '2 Digit Area Code'. Added missing 'Director' data.
2015,,Designated,London National Dialling,2 Digit Area Code,Director,,,ADDED MISSING DATA: '2 Digit Area Code'. Added missing 'Director' data.
2016,,Designated,London National Dialling,2 Digit Area Code,Director,,,ADDED MISSING DATA: '2 Digit Area Code'. Added missing 'Director' data.
2017,,Designated,London National Dialling,2 Digit Area Code,Director,,,ADDED MISSING DATA: '2 Digit Area Code'. Added missing 'Director' data.
2018,,Designated,London National Dialling,2 Digit Area Code,Director,,,ADDED MISSING DATA: '2 Digit Area Code'. Added missing 'Director' data.
2019,,Designated,London National Dialling,2 Digit Area Code,Director,,,ADDED MISSING DATA: '2 Digit Area Code'. Added missing 'Director' data.
2020,,Designated,London expansion,,,,,
2021,,Designated,London expansion,,,,,
2022,,Designated,London expansion,,,,,
2023,,Designated,London expansion,,,,,
2024,,Designated,London expansion,,,,,
2025,,Designated,London expansion,,,,,
2026,,Designated,London expansion,,,,,
2027,,Designated,London expansion,,,,,
2028,,Designated,London expansion,,,,,
2029,,Designated,London expansion,,,,,
2030,,Designated,London,2 Digit Area Code,Director,,,ADDED MISSING DATA: '2 Digit Area Code'. Added missing 'Director' data.
2031,,Designated,London,2 Digit Area Code,Director,,,ADDED MISSING DATA: '2 Digit Area Code'. Added missing 'Director' data.
2032,,Designated,London,2 Digit Area Code,Director,,,ADDED MISSING DATA: '2 Digit Area Code'. Added missing 'Director' data.
2033,,Designated,London,2 Digit Area Code,Director,,,ADDED MISSING DATA: '2 Digit Area Code'. Added missing 'Director' data.
2034,,Designated,London,2 Digit Area Code,Director,,,ADDED MISSING DATA: '2 Digit Area Code'. Added missing 'Director' data.
2035,,Designated,London,2 Digit Area Code,Director,,,ADDED MISSING DATA: '2 Digit Area Code'. Added missing 'Director' data.
2036,,Designated,London,2 Digit Area Code,Director,,,ADDED MISSING DATA: '2 Digit Area Code'. Added missing 'Director' data.
2037,,Designated,London,2 Digit Area Code,Director,,,ADDED MISSING DATA: '2 Digit Area Code'. Added missing 'Director' data.
2038,,Designated,London,2 Digit Area Code,Director,,,ADDED MISSING DATA: '2 Digit Area Code'. Added missing 'Director' data.
2039,,Designated,London,2 Digit Area Code,Director,,,ADDED MISSING DATA: '2 Digit Area Code'. Added missing 'Director' data.
2040,,Designated,London expansion,,,,,
2041,,Designated,London expansion,,,,,
2042,,Designated,London expansion,,,,,
2043,,Designated,London expansion,,,,,
2044,,Designated,London expansion,,,,,
2045,,Designated,London expansion,,,,,
2046,,Designated,London expansion,,,,,
2047,,Designated,London expansion,,,,,
2048,,Designated,London expansion,,,,,
2049,,Designated,London expansion,,,,,
2050,,Designated,London expansion,,,,,
2051,,Designated,London expansion,,,,,
2052,,Designated,London expansion,,,,,
2053,,Designated,London expansion,,,,,
2054,,Designated,London expansion,,,,,
2055,,Designated,London expansion,,,,,
2056,,Designated,London expansion,,,,,
2057,,Designated,London expansion,,,,,
2058,,Designated,London expansion,,,,,
2059,,Designated,London expansion,,,,,
2060,,Designated,London expansion,,,,,
2061,,Designated,London expansion,,,,,
2062,,Designated,London expansion,,,,,
2063,,Designated,London expansion,,,,,
2064,,Designated,London expansion,,,,,
2065,,Designated,London expansion,,,,,
2066,,Designated,London expansion,,,,,
2067,,Designated,London expansion,,,,,
2068,,Designated,London expansion,,,,,
2069,,Designated,London expansion,,,,,
2070,,Designated,London,2 Digit Area Code,Director,,,ADDED MISSING DATA: '2 Digit Area Code'. Added missing 'Director' data.
2071,,Designated,London,2 Digit Area Code,Director,,,ADDED MISSING DATA: '2 Digit Area Code'. Added missing 'Director' data.
2072,,Designated,London,2 Digit Area Code,Director,,,ADDED MISSING DATA: '2 Digit Area Code'. Added missing 'Director' data.
2073,,Designated,London,2 Digit Area Code,Director,,,ADDED MISSING DATA: '2 Digit Area Code'. Added missing 'Director' data.
2074,,Designated,London,2 Digit Area Code,Director,,,ADDED MISSING DATA: '2 Digit Area Code'. Added missing 'Director' data.
2075,,Designated,London,2 Digit Area Code,Director,,,ADDED MISSING DATA: '2 Digit Area Code'. Added missing 'Director' data.
2076,,Designated,London,2 Digit Area Code,Director,,,ADDED MISSING DATA: '2 Digit Area Code'. Added missing 'Director' data.
2077,,Designated,London,2 Digit Area Code,Director,,,ADDED MISSING DATA: '2 Digit Area Code'. Added missing 'Director' data.
2078,,Designated,London,2 Digit Area Code,Director,,,ADDED MISSING DATA: '2 Digit Area Code'. Added missing 'Director' data.
2079,,Designated,London,2 Digit Area Code,Director,,,ADDED MISSING DATA: '2 Digit Area Code'. Added missing 'Director' data.
2080,,Designated,London,2 Digit Area Code,Director,,,ADDED MISSING DATA: '2 Digit Area Code'. Added missing 'Director' data.
2081,,Designated,London,2 Digit Area Code,Director,,,ADDED MISSING DATA: '2 Digit Area Code'. Added missing 'Director' data.
2082,,Designated,London,2 Digit Area Code,Director,,,ADDED MISSING DATA: '2 Digit Area Code'. Added missing 'Director' data.
2083,,Designated,London,2 Digit Area Code,Director,,,ADDED MISSING DATA: '2 Digit Area Code'. Added missing 'Director' data.
2084,,Designated,London,2 Digit Area Code,Director,,,ADDED MISSING DATA: '2 Digit Area Code'. Added missing 'Director' data.
2085,,Designated,London,2 Digit Area Code,Director,,,ADDED MISSING DATA: '2 Digit Area Code'. Added missing 'Director' data.
2086,,Designated,London,2 Digit Area Code,Director,,,ADDED MISSING DATA: '2 Digit Area Code'. Added missing 'Director' data.
2087,,Designated,London,2 Digit Area Code,Director,,,ADDED MISSING DATA: '2 Digit Area Code'. Added missing 'Director' data.
2088,,Designated,London,2 Digit Area Code,Director,,,ADDED MISSING DATA: '2 Digit Area Code'. Added missing 'Director' data.
2089,,Designated,London,2 Digit Area Code,Director,,,ADDED MISSING DATA: '2 Digit Area Code'. Added missing 'Director' data.
2090,,Designated,London expansion,,,,,
2091,,Designated,London expansion,,,,,
2092,,Designated,London expansion,,,,,
2093,,Designated,London expansion,,,,,
2094,,Designated,London expansion,,,,,
2095,,Designated,London expansion,,,,,
2096,,Designated,London expansion,,,,,
2097,,Designated,London expansion,,,,,
2098,,Designated,London expansion,,,,,
2099,,Designated,Unusable (Emergency Services),,,,,FIXED SPELLING/NAMING: incorrect 'London Emergency Services' found.
2100,,Designated,Geographic expansion,,,,,
2101,,Designated,Geographic expansion,,,,,
2102,,Designated,Geographic expansion,,,,,
2103,,Designated,Geographic expansion,,,,,
2104,,Designated,Geographic expansion,,,,,
2105,,Designated,Geographic expansion,,,,,
2106,,Designated,Geographic expansion,,,,,
2107,,Designated,Geographic expansion,,,,,
2108,,Designated,Geographic expansion,,,,,
2109,,Designated,Geographic expansion,,,,,
2110,,Designated,Geographic expansion,,,,,
2111,,Designated,Geographic expansion,,,,,
2112,,Designated,Geographic expansion,,,,,
2113,,Designated,Geographic expansion,,,,,
2114,,Designated,Geographic expansion,,,,,
2115,,Designated,Geographic expansion,,,,,
2116,,Designated,Geographic expansion,,,,,
2117,,Designated,Geographic expansion,,,,,
2118,,Designated,Geographic expansion,,,,,
2119,,Designated,Geographic expansion,,,,,
2120,,Designated,Geographic expansion,,,,,
2121,,Designated,Geographic expansion,,,,,
2122,,Designated,Geographic expansion,,,,,
2123,,Designated,Geographic expansion,,,,,
2124,,Designated,Geographic expansion,,,,,
2125,,Designated,Geographic expansion,,,,,
2126,,Designated,Geographic expansion,,,,,
2127,,Designated,Geographic expansion,,,,,
